id	entrypoint	group	topic	op	canonical_path	surface	stability	layer	hidden	summary
yai.control.provider_validate	run	control	control	provider_validate	run control provider_validate	plumbing	experimental	exec	False	control validate operation on provider with deterministic contract and traceable outputs.
yai.control.providers	run	control	control	providers	run control providers	plumbing	experimental	knowledge	False	Provider lifecycle (discover/pair/attach/detach/status)
yai.control.route_apply	run	control	control	route_apply	run control route_apply	plumbing	experimental	exec	False	control apply operation on route with deterministic contract and traceable outputs.
yai.control.route_audit	run	control	control	route_audit	run control route_audit	plumbing	experimental	exec	False	control audit operation on route with deterministic contract and traceable outputs.
yai.control.route_authorize	run	control	control	route_authorize	run control route_authorize	plumbing	experimental	exec	False	control authorize operation on route with deterministic contract and traceable outputs.
yai.control.route_bind	run	control	control	route_bind	run control route_bind	plumbing	experimental	exec	False	control bind operation on route with deterministic contract and traceable outputs.
yai.control.route_call	run	control	control	route_call	run control route_call	plumbing	experimental	exec	False	control call operation on route with deterministic contract and traceable outputs.
yai.control.route_check	run	control	control	route_check	run control route_check	plumbing	experimental	exec	False	control check operation on route with deterministic contract and traceable outputs.
yai.control.route_close	run	control	control	route_close	run control route_close	plumbing	experimental	exec	False	control close operation on route with deterministic contract and traceable outputs.
yai.control.route_forward	run	control	control	route_forward	run control route_forward	plumbing	experimental	exec	False	control forward operation on route with deterministic contract and traceable outputs.
yai.control.route_gate	run	control	control	route_gate	run control route_gate	plumbing	experimental	exec	False	control gate operation on route with deterministic contract and traceable outputs.
yai.control.route_get	run	control	control	route_get	run control route_get	plumbing	experimental	exec	False	control get operation on route with deterministic contract and traceable outputs.
yai.control.route_list	run	control	control	route_list	run control route_list	plumbing	experimental	exec	False	control list operation on route with deterministic contract and traceable outputs.
yai.control.route_open	run	control	control	route_open	run control route_open	plumbing	experimental	exec	False	control open operation on route with deterministic contract and traceable outputs.
yai.control.route_rebind	run	control	control	route_rebind	run control route_rebind	plumbing	experimental	exec	False	control rebind operation on route with deterministic contract and traceable outputs.
yai.control.route_relay	run	control	control	route_relay	run control route_relay	plumbing	experimental	exec	False	control relay operation on route with deterministic contract and traceable outputs.
yai.control.route_rotate	run	control	control	route_rotate	run control route_rotate	plumbing	experimental	exec	False	control rotate operation on route with deterministic contract and traceable outputs.
yai.control.route_set	run	control	control	route_set	run control route_set	plumbing	experimental	exec	False	control set operation on route with deterministic contract and traceable outputs.
yai.control.route_status	run	control	control	route_status	run control route_status	plumbing	experimental	exec	False	control status operation on route with deterministic contract and traceable outputs.
yai.control.route_sync	run	control	control	route_sync	run control route_sync	plumbing	experimental	exec	False	control sync operation on route with deterministic contract and traceable outputs.
yai.control.route_trace	run	control	control	route_trace	run control route_trace	plumbing	experimental	exec	False	control trace operation on route with deterministic contract and traceable outputs.
yai.control.route_validate	run	control	control	route_validate	run control route_validate	plumbing	experimental	exec	False	control validate operation on route with deterministic contract and traceable outputs.
yai.control.session_apply	run	control	control	session_apply	run control session_apply	plumbing	experimental	exec	False	control apply operation on session with deterministic contract and traceable outputs.
yai.control.session_audit	run	control	control	session_audit	run control session_audit	plumbing	experimental	exec	False	control audit operation on session with deterministic contract and traceable outputs.
yai.control.session_authorize	run	control	control	session_authorize	run control session_authorize	plumbing	experimental	exec	False	control authorize operation on session with deterministic contract and traceable outputs.
yai.control.session_bind	run	control	control	session_bind	run control session_bind	plumbing	experimental	exec	False	control bind operation on session with deterministic contract and traceable outputs.
yai.control.session_call	run	control	control	session_call	run control session_call	plumbing	experimental	exec	False	control call operation on session with deterministic contract and traceable outputs.
yai.control.session_check	run	control	control	session_check	run control session_check	plumbing	experimental	exec	False	control check operation on session with deterministic contract and traceable outputs.
yai.control.session_close	run	control	control	session_close	run control session_close	plumbing	experimental	exec	False	control close operation on session with deterministic contract and traceable outputs.
yai.control.session_forward	run	control	control	session_forward	run control session_forward	plumbing	experimental	exec	False	control forward operation on session with deterministic contract and traceable outputs.
yai.control.session_gate	run	control	control	session_gate	run control session_gate	plumbing	experimental	exec	False	control gate operation on session with deterministic contract and traceable outputs.
yai.control.session_get	run	control	control	session_get	run control session_get	plumbing	experimental	exec	False	control get operation on session with deterministic contract and traceable outputs.
yai.control.session_list	run	control	control	session_list	run control session_list	plumbing	experimental	exec	False	control list operation on session with deterministic contract and traceable outputs.
yai.control.session_open	run	control	control	session_open	run control session_open	plumbing	experimental	exec	False	control open operation on session with deterministic contract and traceable outputs.
yai.control.session_rebind	run	control	control	session_rebind	run control session_rebind	plumbing	experimental	exec	False	control rebind operation on session with deterministic contract and traceable outputs.
yai.control.session_relay	run	control	control	session_relay	run control session_relay	plumbing	experimental	exec	False	control relay operation on session with deterministic contract and traceable outputs.
yai.control.session_rotate	run	control	control	session_rotate	run control session_rotate	plumbing	experimental	exec	False	control rotate operation on session with deterministic contract and traceable outputs.
yai.control.session_set	run	control	control	session_set	run control session_set	plumbing	experimental	exec	False	control set operation on session with deterministic contract and traceable outputs.
yai.control.session_status	run	control	control	session_status	run control session_status	plumbing	experimental	exec	False	control status operation on session with deterministic contract and traceable outputs.
yai.control.session_sync	run	control	control	session_sync	run control session_sync	plumbing	experimental	exec	False	control sync operation on session with deterministic contract and traceable outputs.
yai.control.session_trace	run	control	control	session_trace	run control session_trace	plumbing	experimental	exec	False	control trace operation on session with deterministic contract and traceable outputs.
yai.control.session_validate	run	control	control	session_validate	run control session_validate	plumbing	experimental	exec	False	control validate operation on session with deterministic contract and traceable outputs.
yai.control.sessions	run	control	control	sessions	run control sessions	plumbing	experimental	knowledge	False	List or kill sessions
yai.control.shell	run	control	control	shell	run control shell	plumbing	experimental	knowledge	False	Capability-gated shell execution via control plane
yai.control.shell_apply	run	control	control	shell_apply	run control shell_apply	plumbing	experimental	exec	False	control apply operation on shell with deterministic contract and traceable outputs.
yai.control.shell_audit	run	control	control	shell_audit	run control shell_audit	plumbing	experimental	exec	False	control audit operation on shell with deterministic contract and traceable outputs.
yai.control.shell_authorize	run	control	control	shell_authorize	run control shell_authorize	plumbing	experimental	exec	False	control authorize operation on shell with deterministic contract and traceable outputs.
yai.control.shell_bind	run	control	control	shell_bind	run control shell_bind	plumbing	experimental	exec	False	control bind operation on shell with deterministic contract and traceable outputs.
yai.control.shell_call	run	control	control	shell_call	run control shell_call	plumbing	experimental	exec	False	control call operation on shell with deterministic contract and traceable outputs.
yai.control.shell_check	run	control	control	shell_check	run control shell_check	plumbing	experimental	exec	False	control check operation on shell with deterministic contract and traceable outputs.
yai.control.shell_close	run	control	control	shell_close	run control shell_close	plumbing	experimental	exec	False	control close operation on shell with deterministic contract and traceable outputs.
yai.control.shell_forward	run	control	control	shell_forward	run control shell_forward	plumbing	experimental	exec	False	control forward operation on shell with deterministic contract and traceable outputs.
yai.control.shell_gate	run	control	control	shell_gate	run control shell_gate	plumbing	experimental	exec	False	control gate operation on shell with deterministic contract and traceable outputs.
yai.control.shell_get	run	control	control	shell_get	run control shell_get	plumbing	experimental	exec	False	control get operation on shell with deterministic contract and traceable outputs.
yai.control.shell_list	run	control	control	shell_list	run control shell_list	plumbing	experimental	exec	False	control list operation on shell with deterministic contract and traceable outputs.
yai.control.shell_open	run	control	control	shell_open	run control shell_open	plumbing	experimental	exec	False	control open operation on shell with deterministic contract and traceable outputs.
yai.control.shell_rebind	run	control	control	shell_rebind	run control shell_rebind	plumbing	experimental	exec	False	control rebind operation on shell with deterministic contract and traceable outputs.
yai.control.shell_relay	run	control	control	shell_relay	run control shell_relay	plumbing	experimental	exec	False	control relay operation on shell with deterministic contract and traceable outputs.
yai.control.shell_rotate	run	control	control	shell_rotate	run control shell_rotate	plumbing	experimental	exec	False	control rotate operation on shell with deterministic contract and traceable outputs.
yai.control.shell_set	run	control	control	shell_set	run control shell_set	plumbing	experimental	exec	False	control set operation on shell with deterministic contract and traceable outputs.
yai.control.shell_status	run	control	control	shell_status	run control shell_status	plumbing	experimental	exec	False	control status operation on shell with deterministic contract and traceable outputs.
yai.control.shell_sync	run	control	control	shell_sync	run control shell_sync	plumbing	experimental	exec	False	control sync operation on shell with deterministic contract and traceable outputs.
yai.control.shell_trace	run	control	control	shell_trace	run control shell_trace	plumbing	experimental	exec	False	control trace operation on shell with deterministic contract and traceable outputs.
yai.control.shell_validate	run	control	control	shell_validate	run control shell_validate	plumbing	experimental	exec	False	control validate operation on shell with deterministic contract and traceable outputs.
yai.control.target_apply	run	control	control	target_apply	run control target_apply	plumbing	experimental	exec	False	control apply operation on target with deterministic contract and traceable outputs.
yai.control.target_audit	run	control	control	target_audit	run control target_audit	plumbing	experimental	exec	False	control audit operation on target with deterministic contract and traceable outputs.
yai.control.target_authorize	run	control	control	target_authorize	run control target_authorize	plumbing	experimental	exec	False	control authorize operation on target with deterministic contract and traceable outputs.
yai.control.target_bind	run	control	control	target_bind	run control target_bind	plumbing	experimental	exec	False	control bind operation on target with deterministic contract and traceable outputs.
yai.control.target_call	run	control	control	target_call	run control target_call	plumbing	experimental	exec	False	control call operation on target with deterministic contract and traceable outputs.
yai.control.target_check	run	control	control	target_check	run control target_check	plumbing	experimental	exec	False	control check operation on target with deterministic contract and traceable outputs.
yai.control.target_close	run	control	control	target_close	run control target_close	plumbing	experimental	exec	False	control close operation on target with deterministic contract and traceable outputs.
yai.control.target_forward	run	control	control	target_forward	run control target_forward	plumbing	experimental	exec	False	control forward operation on target with deterministic contract and traceable outputs.
yai.control.target_gate	run	control	control	target_gate	run control target_gate	plumbing	experimental	exec	False	control gate operation on target with deterministic contract and traceable outputs.
yai.control.target_get	run	control	control	target_get	run control target_get	plumbing	experimental	exec	False	control get operation on target with deterministic contract and traceable outputs.
yai.control.target_list	run	control	control	target_list	run control target_list	plumbing	experimental	exec	False	control list operation on target with deterministic contract and traceable outputs.
yai.control.target_open	run	control	control	target_open	run control target_open	plumbing	experimental	exec	False	control open operation on target with deterministic contract and traceable outputs.
yai.control.target_rebind	run	control	control	target_rebind	run control target_rebind	plumbing	experimental	exec	False	control rebind operation on target with deterministic contract and traceable outputs.
yai.control.target_relay	run	control	control	target_relay	run control target_relay	plumbing	experimental	exec	False	control relay operation on target with deterministic contract and traceable outputs.
yai.control.target_rotate	run	control	control	target_rotate	run control target_rotate	plumbing	experimental	exec	False	control rotate operation on target with deterministic contract and traceable outputs.
yai.control.target_set	run	control	control	target_set	run control target_set	plumbing	experimental	exec	False	control set operation on target with deterministic contract and traceable outputs.
yai.control.target_status	run	control	control	target_status	run control target_status	plumbing	experimental	exec	False	control status operation on target with deterministic contract and traceable outputs.
yai.control.target_sync	run	control	control	target_sync	run control target_sync	plumbing	experimental	exec	False	control sync operation on target with deterministic contract and traceable outputs.
yai.control.target_trace	run	control	control	target_trace	run control target_trace	plumbing	experimental	exec	False	control trace operation on target with deterministic contract and traceable outputs.
yai.control.target_validate	run	control	control	target_validate	run control target_validate	plumbing	experimental	exec	False	control validate operation on target with deterministic contract and traceable outputs.
yai.core.audit_apply	run	core	core	audit_apply	run core audit_apply	plumbing	experimental	core	False	core apply operation on audit with deterministic contract and traceable outputs.
yai.core.audit_attach	run	core	core	audit_attach	run core audit_attach	plumbing	experimental	core	False	core attach operation on audit with deterministic contract and traceable outputs.
yai.core.audit_create	run	core	core	audit_create	run core audit_create	plumbing	experimental	core	False	core create operation on audit with deterministic contract and traceable outputs.
yai.core.audit_destroy	run	core	core	audit_destroy	run core audit_destroy	plumbing	experimental	core	False	core destroy operation on audit with deterministic contract and traceable outputs.
yai.core.audit_detach	run	core	core	audit_detach	run core audit_detach	plumbing	experimental	core	False	core detach operation on audit with deterministic contract and traceable outputs.
yai.core.audit_enforce	run	core	core	audit_enforce	run core audit_enforce	plumbing	experimental	core	False	core enforce operation on audit with deterministic contract and traceable outputs.
yai.core.audit_freeze	run	core	core	audit_freeze	run core audit_freeze	plumbing	experimental	core	False	core freeze operation on audit with deterministic contract and traceable outputs.
yai.core.audit_guard	run	core	core	audit_guard	run core audit_guard	plumbing	experimental	core	False	core guard operation on audit with deterministic contract and traceable outputs.
yai.core.audit_list	run	core	core	audit_list	run core audit_list	plumbing	experimental	core	False	core list operation on audit with deterministic contract and traceable outputs.
yai.core.audit_ping	run	core	core	audit_ping	run core audit_ping	plumbing	experimental	core	False	core ping operation on audit with deterministic contract and traceable outputs.
yai.core.audit_reconcile	run	core	core	audit_reconcile	run core audit_reconcile	plumbing	experimental	core	False	core reconcile operation on audit with deterministic contract and traceable outputs.
yai.core.audit_reset	run	core	core	audit_reset	run core audit_reset	plumbing	experimental	core	False	core reset operation on audit with deterministic contract and traceable outputs.
yai.core.audit_restore	run	core	core	audit_restore	run core audit_restore	plumbing	experimental	core	False	core restore operation on audit with deterministic contract and traceable outputs.
yai.core.audit_snapshot	run	core	core	audit_snapshot	run core audit_snapshot	plumbing	experimental	core	False	core snapshot operation on audit with deterministic contract and traceable outputs.
yai.core.audit_status	run	core	core	audit_status	run core audit_status	plumbing	experimental	core	False	core status operation on audit with deterministic contract and traceable outputs.
yai.core.audit_thaw	run	core	core	audit_thaw	run core audit_thaw	plumbing	experimental	core	False	core thaw operation on audit with deterministic contract and traceable outputs.
yai.core.audit_trace	run	core	core	audit_trace	run core audit_trace	plumbing	experimental	core	False	core trace operation on audit with deterministic contract and traceable outputs.
yai.core.audit_validate	run	core	core	audit_validate	run core audit_validate	plumbing	experimental	core	False	core validate operation on audit with deterministic contract and traceable outputs.
yai.core.boundary_apply	run	core	core	boundary_apply	run core boundary_apply	plumbing	experimental	core	False	core apply operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_attach	run	core	core	boundary_attach	run core boundary_attach	plumbing	experimental	core	False	core attach operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_create	run	core	core	boundary_create	run core boundary_create	plumbing	experimental	core	False	core create operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_deny	run	core	core	boundary_deny	run core boundary_deny	plumbing	experimental	core	False	core deny operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_destroy	run	core	core	boundary_destroy	run core boundary_destroy	plumbing	experimental	core	False	core destroy operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_detach	run	core	core	boundary_detach	run core boundary_detach	plumbing	experimental	core	False	core detach operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_enforce	run	core	core	boundary_enforce	run core boundary_enforce	plumbing	experimental	core	False	core enforce operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_freeze	run	core	core	boundary_freeze	run core boundary_freeze	plumbing	experimental	core	False	core freeze operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_guard	run	core	core	boundary_guard	run core boundary_guard	plumbing	experimental	core	False	core guard operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_list	run	core	core	boundary_list	run core boundary_list	plumbing	experimental	core	False	core list operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_permit	run	core	core	boundary_permit	run core boundary_permit	plumbing	experimental	core	False	core permit operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_ping	run	core	core	boundary_ping	run core boundary_ping	plumbing	experimental	core	False	core ping operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_reconcile	run	core	core	boundary_reconcile	run core boundary_reconcile	plumbing	experimental	core	False	core reconcile operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_reset	run	core	core	boundary_reset	run core boundary_reset	plumbing	experimental	core	False	core reset operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_restore	run	core	core	boundary_restore	run core boundary_restore	plumbing	experimental	core	False	core restore operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_snapshot	run	core	core	boundary_snapshot	run core boundary_snapshot	plumbing	experimental	core	False	core snapshot operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_status	run	core	core	boundary_status	run core boundary_status	plumbing	experimental	core	False	core status operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_thaw	run	core	core	boundary_thaw	run core boundary_thaw	plumbing	experimental	core	False	core thaw operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_trace	run	core	core	boundary_trace	run core boundary_trace	plumbing	experimental	core	False	core trace operation on boundary with deterministic contract and traceable outputs.
yai.core.boundary_validate	run	core	core	boundary_validate	run core boundary_validate	plumbing	experimental	core	False	core validate operation on boundary with deterministic contract and traceable outputs.
yai.core.enforce_apply	run	core	core	enforce_apply	run core enforce_apply	plumbing	experimental	core	False	core apply operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_attach	run	core	core	enforce_attach	run core enforce_attach	plumbing	experimental	core	False	core attach operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_create	run	core	core	enforce_create	run core enforce_create	plumbing	experimental	core	False	core create operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_deny	run	core	core	enforce_deny	run core enforce_deny	plumbing	experimental	core	False	core deny operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_destroy	run	core	core	enforce_destroy	run core enforce_destroy	plumbing	experimental	core	False	core destroy operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_detach	run	core	core	enforce_detach	run core enforce_detach	plumbing	experimental	core	False	core detach operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_enforce	run	core	core	enforce_enforce	run core enforce_enforce	plumbing	experimental	core	False	core enforce operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_freeze	run	core	core	enforce_freeze	run core enforce_freeze	plumbing	experimental	core	False	core freeze operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_guard	run	core	core	enforce_guard	run core enforce_guard	plumbing	experimental	core	False	core guard operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_list	run	core	core	enforce_list	run core enforce_list	plumbing	experimental	core	False	core list operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_permit	run	core	core	enforce_permit	run core enforce_permit	plumbing	experimental	core	False	core permit operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_ping	run	core	core	enforce_ping	run core enforce_ping	plumbing	experimental	core	False	core ping operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_reconcile	run	core	core	enforce_reconcile	run core enforce_reconcile	plumbing	experimental	core	False	core reconcile operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_reset	run	core	core	enforce_reset	run core enforce_reset	plumbing	experimental	core	False	core reset operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_restore	run	core	core	enforce_restore	run core enforce_restore	plumbing	experimental	core	False	core restore operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_snapshot	run	core	core	enforce_snapshot	run core enforce_snapshot	plumbing	experimental	core	False	core snapshot operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_status	run	core	core	enforce_status	run core enforce_status	plumbing	experimental	core	False	core status operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_thaw	run	core	core	enforce_thaw	run core enforce_thaw	plumbing	experimental	core	False	core thaw operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_trace	run	core	core	enforce_trace	run core enforce_trace	plumbing	experimental	core	False	core trace operation on enforce with deterministic contract and traceable outputs.
yai.core.enforce_validate	run	core	core	enforce_validate	run core enforce_validate	plumbing	experimental	core	False	core validate operation on enforce with deterministic contract and traceable outputs.
yai.core.mount_apply	run	core	core	mount_apply	run core mount_apply	plumbing	experimental	core	False	core apply operation on mount with deterministic contract and traceable outputs.
yai.core.mount_attach	run	core	core	mount_attach	run core mount_attach	plumbing	experimental	core	False	core attach operation on mount with deterministic contract and traceable outputs.
yai.core.mount_create	run	core	core	mount_create	run core mount_create	plumbing	experimental	core	False	core create operation on mount with deterministic contract and traceable outputs.
yai.core.mount_deny	run	core	core	mount_deny	run core mount_deny	plumbing	experimental	core	False	core deny operation on mount with deterministic contract and traceable outputs.
yai.core.mount_destroy	run	core	core	mount_destroy	run core mount_destroy	plumbing	experimental	core	False	core destroy operation on mount with deterministic contract and traceable outputs.
yai.core.mount_detach	run	core	core	mount_detach	run core mount_detach	plumbing	experimental	core	False	core detach operation on mount with deterministic contract and traceable outputs.
yai.core.mount_enforce	run	core	core	mount_enforce	run core mount_enforce	plumbing	experimental	core	False	core enforce operation on mount with deterministic contract and traceable outputs.
yai.core.mount_freeze	run	core	core	mount_freeze	run core mount_freeze	plumbing	experimental	core	False	core freeze operation on mount with deterministic contract and traceable outputs.
yai.core.mount_guard	run	core	core	mount_guard	run core mount_guard	plumbing	experimental	core	False	core guard operation on mount with deterministic contract and traceable outputs.
yai.core.mount_list	run	core	core	mount_list	run core mount_list	plumbing	experimental	core	False	core list operation on mount with deterministic contract and traceable outputs.
yai.core.mount_permit	run	core	core	mount_permit	run core mount_permit	plumbing	experimental	core	False	core permit operation on mount with deterministic contract and traceable outputs.
yai.core.mount_ping	run	core	core	mount_ping	run core mount_ping	plumbing	experimental	core	False	core ping operation on mount with deterministic contract and traceable outputs.
yai.core.mount_reconcile	run	core	core	mount_reconcile	run core mount_reconcile	plumbing	experimental	core	False	core reconcile operation on mount with deterministic contract and traceable outputs.
yai.core.mount_reset	run	core	core	mount_reset	run core mount_reset	plumbing	experimental	core	False	core reset operation on mount with deterministic contract and traceable outputs.
yai.core.mount_restore	run	core	core	mount_restore	run core mount_restore	plumbing	experimental	core	False	core restore operation on mount with deterministic contract and traceable outputs.
yai.core.mount_snapshot	run	core	core	mount_snapshot	run core mount_snapshot	plumbing	experimental	core	False	core snapshot operation on mount with deterministic contract and traceable outputs.
yai.core.mount_status	run	core	core	mount_status	run core mount_status	plumbing	experimental	core	False	core status operation on mount with deterministic contract and traceable outputs.
yai.core.mount_thaw	run	core	core	mount_thaw	run core mount_thaw	plumbing	experimental	core	False	core thaw operation on mount with deterministic contract and traceable outputs.
yai.core.mount_trace	run	core	core	mount_trace	run core mount_trace	plumbing	experimental	core	False	core trace operation on mount with deterministic contract and traceable outputs.
yai.core.mount_validate	run	core	core	mount_validate	run core mount_validate	plumbing	experimental	core	False	core validate operation on mount with deterministic contract and traceable outputs.
yai.core.ping	run	core	core	ping	run core ping	surface	stable	exec	False	Ping core plane via ingress (control RPC)
yai.core.policy_apply	config	core	core	policy_apply	config core policy_apply	plumbing	experimental	core	False	core apply operation on policy with deterministic contract and traceable outputs.
yai.core.policy_attach	config	core	core	policy_attach	config core policy_attach	plumbing	experimental	core	False	core attach operation on policy with deterministic contract and traceable outputs.
yai.core.policy_create	config	core	core	policy_create	config core policy_create	plumbing	experimental	core	False	core create operation on policy with deterministic contract and traceable outputs.
yai.core.policy_deny	config	core	core	policy_deny	config core policy_deny	plumbing	experimental	core	False	core deny operation on policy with deterministic contract and traceable outputs.
yai.core.policy_destroy	config	core	core	policy_destroy	config core policy_destroy	plumbing	experimental	core	False	core destroy operation on policy with deterministic contract and traceable outputs.
yai.core.policy_detach	config	core	core	policy_detach	config core policy_detach	plumbing	experimental	core	False	core detach operation on policy with deterministic contract and traceable outputs.
yai.core.policy_enforce	config	core	core	policy_enforce	config core policy_enforce	plumbing	experimental	core	False	core enforce operation on policy with deterministic contract and traceable outputs.
yai.core.policy_freeze	config	core	core	policy_freeze	config core policy_freeze	plumbing	experimental	core	False	core freeze operation on policy with deterministic contract and traceable outputs.
yai.core.policy_guard	config	core	core	policy_guard	config core policy_guard	plumbing	experimental	core	False	core guard operation on policy with deterministic contract and traceable outputs.
yai.core.policy_list	config	core	core	policy_list	config core policy_list	plumbing	experimental	core	False	core list operation on policy with deterministic contract and traceable outputs.
yai.core.policy_permit	config	core	core	policy_permit	config core policy_permit	plumbing	experimental	core	False	core permit operation on policy with deterministic contract and traceable outputs.
yai.core.policy_ping	config	core	core	policy_ping	config core policy_ping	plumbing	experimental	core	False	core ping operation on policy with deterministic contract and traceable outputs.
yai.core.policy_reconcile	config	core	core	policy_reconcile	config core policy_reconcile	plumbing	experimental	core	False	core reconcile operation on policy with deterministic contract and traceable outputs.
yai.core.policy_reset	config	core	core	policy_reset	config core policy_reset	plumbing	experimental	core	False	core reset operation on policy with deterministic contract and traceable outputs.
yai.core.policy_restore	config	core	core	policy_restore	config core policy_restore	plumbing	experimental	core	False	core restore operation on policy with deterministic contract and traceable outputs.
yai.core.policy_snapshot	config	core	core	policy_snapshot	config core policy_snapshot	plumbing	experimental	core	False	core snapshot operation on policy with deterministic contract and traceable outputs.
yai.core.policy_status	config	core	core	policy_status	config core policy_status	plumbing	experimental	core	False	core status operation on policy with deterministic contract and traceable outputs.
yai.core.policy_thaw	config	core	core	policy_thaw	config core policy_thaw	plumbing	experimental	core	False	core thaw operation on policy with deterministic contract and traceable outputs.
yai.core.policy_trace	config	core	core	policy_trace	config core policy_trace	plumbing	experimental	core	False	core trace operation on policy with deterministic contract and traceable outputs.
yai.core.policy_validate	config	core	core	policy_validate	config core policy_validate	plumbing	experimental	core	False	core validate operation on policy with deterministic contract and traceable outputs.
yai.core.quota_apply	run	core	core	quota_apply	run core quota_apply	plumbing	experimental	core	False	core apply operation on quota with deterministic contract and traceable outputs.
yai.core.quota_attach	run	core	core	quota_attach	run core quota_attach	plumbing	experimental	core	False	core attach operation on quota with deterministic contract and traceable outputs.
yai.core.quota_create	run	core	core	quota_create	run core quota_create	plumbing	experimental	core	False	core create operation on quota with deterministic contract and traceable outputs.
yai.core.quota_deny	run	core	core	quota_deny	run core quota_deny	plumbing	experimental	core	False	core deny operation on quota with deterministic contract and traceable outputs.
yai.core.quota_destroy	run	core	core	quota_destroy	run core quota_destroy	plumbing	experimental	core	False	core destroy operation on quota with deterministic contract and traceable outputs.
yai.core.quota_detach	run	core	core	quota_detach	run core quota_detach	plumbing	experimental	core	False	core detach operation on quota with deterministic contract and traceable outputs.
yai.core.quota_enforce	run	core	core	quota_enforce	run core quota_enforce	plumbing	experimental	core	False	core enforce operation on quota with deterministic contract and traceable outputs.
yai.core.quota_freeze	run	core	core	quota_freeze	run core quota_freeze	plumbing	experimental	core	False	core freeze operation on quota with deterministic contract and traceable outputs.
yai.core.quota_guard	run	core	core	quota_guard	run core quota_guard	plumbing	experimental	core	False	core guard operation on quota with deterministic contract and traceable outputs.
yai.core.quota_list	run	core	core	quota_list	run core quota_list	plumbing	experimental	core	False	core list operation on quota with deterministic contract and traceable outputs.
yai.core.quota_permit	run	core	core	quota_permit	run core quota_permit	plumbing	experimental	core	False	core permit operation on quota with deterministic contract and traceable outputs.
yai.core.quota_ping	run	core	core	quota_ping	run core quota_ping	plumbing	experimental	core	False	core ping operation on quota with deterministic contract and traceable outputs.
yai.core.quota_reconcile	run	core	core	quota_reconcile	run core quota_reconcile	plumbing	experimental	core	False	core reconcile operation on quota with deterministic contract and traceable outputs.
yai.core.quota_reset	run	core	core	quota_reset	run core quota_reset	plumbing	experimental	core	False	core reset operation on quota with deterministic contract and traceable outputs.
yai.core.quota_restore	run	core	core	quota_restore	run core quota_restore	plumbing	experimental	core	False	core restore operation on quota with deterministic contract and traceable outputs.
yai.core.quota_snapshot	run	core	core	quota_snapshot	run core quota_snapshot	plumbing	experimental	core	False	core snapshot operation on quota with deterministic contract and traceable outputs.
yai.core.quota_status	run	core	core	quota_status	run core quota_status	plumbing	experimental	core	False	core status operation on quota with deterministic contract and traceable outputs.
yai.core.quota_thaw	run	core	core	quota_thaw	run core quota_thaw	plumbing	experimental	core	False	core thaw operation on quota with deterministic contract and traceable outputs.
yai.core.quota_trace	run	core	core	quota_trace	run core quota_trace	plumbing	experimental	core	False	core trace operation on quota with deterministic contract and traceable outputs.
yai.core.quota_validate	run	core	core	quota_validate	run core quota_validate	plumbing	experimental	core	False	core validate operation on quota with deterministic contract and traceable outputs.
yai.core.resource_apply	run	core	core	resource_apply	run core resource_apply	plumbing	experimental	core	False	core apply operation on resource with deterministic contract and traceable outputs.
yai.core.resource_attach	run	core	core	resource_attach	run core resource_attach	plumbing	experimental	core	False	core attach operation on resource with deterministic contract and traceable outputs.
